Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Carcinogen,Unit of Measure,Total Releases
331511,DIISOCYANATES,1,0,0,Pounds,0
331511,MANGANESE COMPOUNDS,1,1,0,Pounds,159086
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
322121,CATECHOL,1,0,0,Pounds,0
322121,FORMALDEHYDE,1,0,1,Pounds,11728
331111,NICKEL COMPOUNDS,1,1,0,Pounds,755
334412,AMMONIA,0,0,0,Pounds,932.71
334412,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,375.8
334412,COPPER COMPOUNDS,0,1,0,Pounds,441
424710,CUMENE,1,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
336399,COPPER,0,1,0,Pounds,41.7
331315,CHROMIUM,1,1,1,Pounds,481
331491,CHROMIUM,1,1,1,Pounds,246.33
331491,COBALT,1,1,1,Pounds,182.52
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,12.39
424710,LEAD COMPOUNDS,1,1,0,Pounds,0.0001
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.01
562112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
332813,NICKEL COMPOUNDS,1,1,0,Pounds,3658
332813,ZINC COMPOUNDS,0,1,0,Pounds,2248
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
327310,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,10.7
333298,NICKEL,1,1,1,Pounds,43
339112,CHROMIUM,1,1,1,Pounds,10
339112,NICKEL,1,1,1,Pounds,10
326299,DI(2-ETHYLHEXYL) PHTHALATE,1,0,1,Pounds,0
332811,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,1372
424710,BENZENE,1,0,1,Pounds,442
331511,LEAD,1,1,1,Pounds,143.3
325188,NITRATE COMPOUNDS,0,0,0,Pounds,26.04
INVALD,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,13387
331312,CARBONYL SULFIDE,1,0,0,Pounds,439800
331312,CHROMIUM,1,1,1,Pounds,56
331312,LEAD,1,1,1,Pounds,659
331312,NICKEL,1,1,1,Pounds,293
311422,NITRIC ACID,0,0,0,Pounds,0
333618,NITRATE COMPOUNDS,0,0,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,503.02
326211,LEAD COMPOUNDS,1,1,0,Pounds,6.8
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,72
424710,LEAD,1,1,1,Pounds,0
332112,LEAD,1,1,1,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,462
424710,NAPHTHALENE,1,0,0,Pounds,473
324191,LEAD COMPOUNDS,1,1,0,Pounds,8387.27
324191,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,21859
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,7.35
221112,ARSENIC COMPOUNDS,1,1,0,Pounds,10078.23
221112,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,9147.92
221112,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,101306
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,70005
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
336211,NAPHTHALENE,1,0,0,Pounds,0
325199,METHANOL,1,0,0,Pounds,4303
325199,NITRATE COMPOUNDS,0,0,0,Pounds,0
331492,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,59906
332813,NITRATE COMPOUNDS,0,0,0,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1.77
424710,CYCLOHEXANE,0,0,0,Pounds,950.02
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,723.11
311511,NITRIC ACID,0,0,0,Pounds,0
334412,HYDROGEN FLUORIDE,1,0,0,Pounds,130
331419,LEAD COMPOUNDS,1,1,0,Pounds,59.91
331419,ANTIMONY,1,1,0,Pounds,0
326140,ZINC COMPOUNDS,0,1,0,Pounds,0
333911,CHROMIUM,1,1,1,Pounds,254
311411,CHLORINE,1,0,0,Pounds,5
325188,AMMONIA,0,0,0,Pounds,0
325188,NITRATE COMPOUNDS,0,0,0,Pounds,0
335932,ZINC COMPOUNDS,0,1,0,Pounds,7900
334111,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1.21
221112,FORMIC ACID,0,0,0,Pounds,342
332117,ALUMINUM (FUME OR DUST),0,1,0,Pounds,5648
332117,COPPER,0,1,0,Pounds,284
331419,CADMIUM,1,1,1,Pounds,0
331419,NICKEL,1,1,1,Pounds,0
331419,MANGANESE,1,1,0,Pounds,0
327211,LEAD COMPOUNDS,1,1,0,Pounds,84.301
334413,FLUORINE,0,0,0,Pounds,18
334413,HYDROGEN FLUORIDE,1,0,0,Pounds,1900
334413,METHYL ISOBUTYL KETONE,1,0,0,Pounds,700
334413,NITRATE COMPOUNDS,0,0,0,Pounds,915118
424710,N-HEXANE,1,0,0,Pounds,1474
334290,DIISOCYANATES,1,0,0,Pounds,0
326113,BUTYL ACRYLATE,0,0,0,Pounds,30
326113,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,948
336399,COPPER,0,1,0,Pounds,11.66
325991,STYRENE,1,0,1,Pounds,12481
331422,COPPER,0,1,0,Pounds,0
336412,NICKEL,1,1,1,Pounds,0.4
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,9.68
562112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
562112,ETHYLENE GLYCOL,1,0,0,Pounds,35
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,319.3
424710,BENZENE,1,0,1,Pounds,529.38
424710,TOLUENE,1,0,0,Pounds,734.61
327993,FORMALDEHYDE,1,0,1,Pounds,7329
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.01
325193,METHANOL,1,0,0,Pounds,2200
325193,TOLUENE,1,0,0,Pounds,0
325193,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
562112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
562112,ZINC COMPOUNDS,0,1,0,Pounds,1
221112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
221112,HYDROGEN FLUORIDE,1,0,0,Pounds,8
325199,BENZOYL PEROXIDE,0,0,0,Pounds,1
325620,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,1316
325199,METHANOL,1,0,0,Pounds,3314
325193,BENZENE,1,0,1,Pounds,0
325193,N-HEXANE,1,0,0,Pounds,0
325193,ETHYLBENZENE,1,0,0,Pounds,0
325193,NAPHTHALENE,1,0,0,Pounds,0
325193,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
325193,AMMONIA,0,0,0,Pounds,0
325412,BENZOYL PEROXIDE,0,0,0,Pounds,250
336322,LEAD,1,1,1,Pounds,0
332112,CHROMIUM,1,1,1,Pounds,17
332112,NICKEL,1,1,1,Pounds,16
424710,ETHYLBENZENE,1,0,0,Pounds,0
INVALD,COPPER,0,1,0,Pounds,0
327125,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,1081.64
928110,LEAD,1,1,1,Pounds,0
424690,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
424690,TOLUENE,1,0,0,Pounds,0
424690,METHANOL,1,0,0,Pounds,0
424690,ETHYLENE GLYCOL,1,0,0,Pounds,0
221112,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,26262
221112,NICKEL COMPOUNDS,1,1,0,Pounds,20271
221112,ZINC COMPOUNDS,0,1,0,Pounds,70151
323110,NITRATE COMPOUNDS,0,0,0,Pounds,0
325211,METHANOL,1,0,0,Pounds,8850
331492,NITRATE COMPOUNDS,0,0,0,Pounds,0
332431,COPPER COMPOUNDS,0,1,0,Pounds,751
327420,LEAD,1,1,1,Pounds,0.079
334418,LEAD,1,1,1,Pounds,750
327999,NITRIC ACID,0,0,0,Pounds,36
424690,AMMONIA,0,0,0,Pounds,0
424690,DIETHA0LAMINE,1,0,0,Pounds,0
424690,ZINC COMPOUNDS,0,1,0,Pounds,0
336350,CHROMIUM,1,1,1,Pounds,845
311513,NITRIC ACID,0,0,0,Pounds,0
321999,LEAD,1,1,1,Pounds,59
311513,CHLORINE,1,0,0,Pounds,0
334415,LEAD COMPOUNDS,1,1,0,Pounds,0
339113,N-HEXANE,1,0,0,Pounds,384
332813,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,0
541712,MERCURY,1,1,0,Pounds,107.347
327310,LEAD COMPOUNDS,1,1,0,Pounds,23443.1
334418,LEAD COMPOUNDS,1,1,0,Pounds,4.31
332813,CYANIDE COMPOUNDS,1,0,0,Pounds,10
325181,TETRACHLOROETHYLENE,1,0,1,Pounds,10700
424710,ETHYLBENZENE,1,0,0,Pounds,8.1
325992,ANILINE,1,0,0,Pounds,646
424710,TOLUENE,1,0,0,Pounds,1849.31
424710,NAPHTHALENE,1,0,0,Pounds,17.95
325211,TOLUENE,1,0,0,Pounds,256
339912,NICKEL COMPOUNDS,1,1,0,Pounds,327
221112,AMMONIA,0,0,0,Pounds,956
325188,BENZO(GHI)PERYLENE,1,0,1,Pounds,53
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,12000
221112,VANADIUM COMPOUNDS,0,1,0,Pounds,11174
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,65
331512,COBALT,1,1,1,Pounds,535
327320,LEAD,1,1,1,Pounds,0.9022
424690,CHLORODIFLUOROMETHANE,0,0,0,Pounds,51492
928110,NAPHTHALENE,1,0,0,Pounds,100
331492,LEAD,1,1,1,Pounds,0.018
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.2
331521,NICKEL COMPOUNDS,1,1,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,332
332813,NICKEL,1,1,1,Pounds,600
325199,CHLOROBENZENE,1,0,0,Pounds,136.66
334411,NICKEL,1,1,1,Pounds,74
332431,N-BUTYL ALCOHOL,0,0,0,Pounds,33000
331111,LEAD,1,1,1,Pounds,16.75
221112,N-HEXANE,1,0,0,Pounds,0.69
331491,COPPER,0,1,0,Pounds,5.7
562211,ALUMINUM (FUME OR DUST),0,1,0,Pounds,18600
333999,TERT-BUTYL ALCOHOL,0,0,0,Pounds,85001
331312,BERYLLIUM,1,1,1,Pounds,0
424690,METHANOL,1,0,0,Pounds,503
325199,3-IODO-2-PROPYNYL BUTYLCARBAMATE,0,0,0,Pounds,121
331111,NITRATE COMPOUNDS,0,0,0,Pounds,5144
332116,TRICHLOROETHYLENE,1,0,1,Pounds,11880
322121,AMMONIA,0,0,0,Pounds,56978
332811,METHANOL,1,0,0,Pounds,0
325199,PHENOL,1,0,0,Pounds,2914
221112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.21
331422,COPPER,0,1,0,Pounds,0
327992,TRIETHYLAMINE,1,0,0,Pounds,2.11
221112,AMMONIA,0,0,0,Pounds,44
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
332813,NITRIC ACID,0,0,0,Pounds,0
325193,N-HEXANE,1,0,0,Pounds,2733.8
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.38
221112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.01
424710,N-HEXANE,1,0,0,Pounds,782
221112,ASBESTOS (FRIABLE),1,1,1,Pounds,166780
221112,LEAD COMPOUNDS,1,1,0,Pounds,196.7
221112,MERCURY COMPOUNDS,1,1,0,Pounds,33.6
325188,ETHYLENE GLYCOL,1,0,0,Pounds,1
325188,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,3140
331312,BENZO(GHI)PERYLENE,1,0,1,Pounds,141
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,101.96
333319,NITRATE COMPOUNDS,0,0,0,Pounds,0
333319,NITRIC ACID,0,0,0,Pounds,531.85
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.00031
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,77.39
333912,CHROMIUM,1,1,1,Pounds,256
325998,NITRATE COMPOUNDS,0,0,0,Pounds,2.52
339112,TERT-BUTYL ALCOHOL,0,0,0,Pounds,643
331221,COPPER,0,1,0,Pounds,533
331221,MANGANESE,1,1,0,Pounds,769
333912,NICKEL,1,1,1,Pounds,15
332811,AMMONIA,0,0,0,Pounds,3582
327999,LEAD,1,1,1,Pounds,3.8
327999,MANGANESE,1,1,0,Pounds,601.5
332618,SILVER,0,1,0,Pounds,8.97
424710,ETHYLBENZENE,1,0,0,Pounds,31.4
424710,N-HEXANE,1,0,0,Pounds,476.63
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.453
424710,TOLUENE,1,0,0,Pounds,755
562211,LEAD COMPOUNDS,1,1,0,Pounds,82470.4
562211,MERCURY,1,1,0,Pounds,1936.6
562211,POLYCHLORINATED BIPHENYLS,1,0,1,Pounds,42587.7
325211,METHANOL,1,0,0,Pounds,6272
325211,METHYL ISOBUTYL KETONE,1,0,0,Pounds,3
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.411
221112,LEAD COMPOUNDS,1,1,0,Pounds,156
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,39005
333298,NICKEL COMPOUNDS,1,1,0,Pounds,6
325211,O-CRESOL,1,0,0,Pounds,246
321999,XYLENE (MIXED ISOMERS),1,0,0,Pounds,581
331511,ZINC COMPOUNDS,0,1,0,Pounds,6062
221112,HYDROGEN FLUORIDE,1,0,0,Pounds,1776
221112,LEAD COMPOUNDS,1,1,0,Pounds,2614
331315,CHLORINE,1,0,0,Pounds,1381
424710,LEAD,1,1,1,Pounds,0.22
424710,N-HEXANE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,9
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,899.69
325510,TOLUENE,1,0,0,Pounds,837
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
325199,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,5
325199,CHLORINE,1,0,0,Pounds,250
325199,ETHYLENE GLYCOL,1,0,0,Pounds,0
325199,PHENOL,1,0,0,Pounds,530
334111,COPPER COMPOUNDS,0,1,0,Pounds,1962
336399,NICKEL,1,1,1,Pounds,31.83
326211,BENZO(GHI)PERYLENE,1,0,1,Pounds,4.4
326211,COBALT COMPOUNDS,1,1,1,Pounds,45.7
326211,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,2.6
326211,ZINC COMPOUNDS,0,1,0,Pounds,10896
332991,LEAD,1,1,1,Pounds,0.735
332991,MANGANESE,1,1,0,Pounds,3.76
327999,124-TRIMETHYLBENZENE,0,0,0,Pounds,2.7
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.108
221112,124-TRIMETHYLBENZENE,0,0,0,Pounds,11.67
221112,NAPHTHALENE,1,0,0,Pounds,5.2
221112,XYLENE (MIXED ISOMERS),1,0,0,Pounds,45.2
221112,MERCURY,1,1,0,Pounds,24.02
221112,ZINC COMPOUNDS,0,1,0,Pounds,19940
424710,LEAD,1,1,1,Pounds,147.44
327999,MALEIC ANHYDRIDE,1,0,0,Pounds,2.2
327999,STYRENE,1,0,1,Pounds,91
327999,TOLUENE,1,0,0,Pounds,7237.08
311513,NITRIC ACID,0,0,0,Pounds,0
331314,LEAD,1,1,1,Pounds,137
325211,CHLORINE,1,0,0,Pounds,9100
325211,CHLOROMETHANE,1,0,0,Pounds,14580
325211,COPPER COMPOUNDS,0,1,0,Pounds,29640
325211,DIMETHYL SULFATE,1,0,1,Pounds,5
325211,LEAD COMPOUNDS,1,1,0,Pounds,767.6
325211,NITRATE COMPOUNDS,0,0,0,Pounds,83027
325211,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,14.4
325211,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,250
325211,TERT-BUTYL ALCOHOL,0,0,0,Pounds,250
327992,12-DIBROMOETHANE,1,0,1,Pounds,0.58
325910,NITRATE COMPOUNDS,0,0,0,Pounds,0
322121,ACETALDEHYDE,1,0,1,Pounds,27436
322121,BENZO(GHI)PERYLENE,1,0,1,Pounds,1.4
336413,MANGANESE,1,1,0,Pounds,0
327212,LEAD COMPOUNDS,1,1,0,Pounds,248
325992,NN-DIMETHYLFORMAMIDE,1,0,1,Pounds,4118
325992,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,87395
325992,NITRATE COMPOUNDS,0,0,0,Pounds,1357354
327992,CUMENE,1,0,0,Pounds,11.16
327992,CUPFERRON,0,0,1,Pounds,0.16
322121,LEAD COMPOUNDS,1,1,0,Pounds,1948
322121,MANGANESE COMPOUNDS,1,1,0,Pounds,84697
322121,METHANOL,1,0,0,Pounds,161929
325188,AMMONIA,0,0,0,Pounds,3631.8
424710,TOLUENE,1,0,0,Pounds,738.06
325510,METHYL ISOBUTYL KETONE,1,0,0,Pounds,5
331421,COPPER,0,1,0,Pounds,2052
331421,COPPER,0,1,0,Pounds,4481
325998,AMMONIA,0,0,0,Pounds,60.5
325998,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0.97
325998,FORMIC ACID,0,0,0,Pounds,1.28
424690,AMMONIA,0,0,0,Pounds,0
332999,LEAD COMPOUNDS,1,1,0,Pounds,0.8144
325510,TOLUENE,1,0,0,Pounds,5
325510,TOLUENE,1,0,0,Pounds,5
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
336391,COPPER,0,1,0,Pounds,42
336391,DIISOCYANATES,1,0,0,Pounds,0
334412,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,2187
334412,LEAD COMPOUNDS,1,1,0,Pounds,49.27
334412,NICKEL COMPOUNDS,1,1,0,Pounds,4792
334412,NITRIC ACID,0,0,0,Pounds,308
312120,NITRATE COMPOUNDS,0,0,0,Pounds,1383337
221112,ZINC COMPOUNDS,0,1,0,Pounds,26245.44
336391,MANGANESE,1,1,0,Pounds,288
325412,METHANOL,1,0,0,Pounds,11808
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,674.28
424710,NAPHTHALENE,1,0,0,Pounds,1.56
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
562112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.3327874
331524,DIISOCYANATES,1,0,0,Pounds,0
